comment,label
sir aap plz pehle ke topics complete kijiye projectile on inclined plane power plz plz plz and plz reply,feedbak
instead of donating to gamers on youtube donate him bcz teachers like him are really very rarethank you very much sir for teaching us,feedbak
bahat extra bol rahi ho hr ke vedio ko hr le liya,feedbak
you are doing great job madammy gnm exams are near and your lectures are proving very helpful for me,feedbak
life hacks,feedbak
mere coaching wale sir itna acha nahi samjhate alakharmy,feedbak
sir aap best ho aap jesha to institute ke faculties bhi nahi padhate,feedbak
sir you teaching way is very nice,feedbak
sir apka to koi jabab hi nahi hai a unique and awesome teacher in my life,feedbak
aapke jaisa samjhane wale sir rahe to hum phode tu phode padhai karenge,feedbak
no sir we are with you agar hum aaj apki video nhi dekh rhe to kl dekhenge jb bhi hum koi chapter pdhenge wo apki video se hi pdhenge  lekin sir please hum logo ko motivate krne vale please khud demotivate mt hona sir apke piche lakho bche h jo apki video roj dekhte h,feedbak
thank you sir so muchyour video help us in our studysiasps creation,feedbak
i m percent sure ki esa koibhi th ka student nahi hoga jo hamare sir ka lecture na dekhta hoga hats up to you sir,feedbak
sir please its mine request to you to teach biology too  your efforts cant be counted your way of teaching is best ever i have experienced in lyff i havent words for you sir iam speechless,feedbak
st thought in my mindshipra mam kitni cool h yr,feedbak
thanks sir to teaching mi and students,feedbak
best class sir love from bangladesh,feedbak
sir u are to good,feedbak
sir humne vese hi kiya tha,feedbak
logarithm banao,feedbak
this channel  other institutes,feedbak
thankyou so much sir ji pw jindabad,feedbak
last feel was very interesting about dot product,feedbak
sir aap thode bahut high level ke question karaya kariye,feedbak
thank you so much sir you had completed my post mid term test exam syallbus my first exam is of physicstotally dependent on your lectures thanks a lot again sir,feedbak
kaisa aya pls tell me sir pls,feedbak
thank you maam helped a lot,feedbak
maxima stable eq and  minima unstable eq,feedbak
am absolute gem of a video,feedbak
maam very helpful,feedbak
mam thoda chaie piyo warna energy khtm hogi,feedbak
sir woh   nahi mean absolute errorbura mat maniyega,feedbak
love the way of teaching of you mam you are best,feedbak
aapke jaisa teacher kisi school me v nhi milta hai,feedbak
itni jaldi jaldi videos kamaal karte ho pandey ji,feedbak
sir    pe addition galat hain woh  hoga,feedbak
hands down and hats of to physics wallah,feedbak
sir aap mahaaan hoo,feedbak
sir the answer of density of x metal piece should be  gcm,feedbak
he is the most committed teacher in the entire of youtubeimagine  am in the middle of the nighthats off to you sir,feedbak
best study channel on youtube,feedbak
ans of last question is,feedbak
very nice lecture  concept clarity is crystal clear,feedbak
only man with  haters,feedbak
likes for alakh sir,feedbak
really sir ur teaching techniques are osm and very very useful for us love your teaching tricks,feedbak
ans of hw question is ml,feedbak
sir ji av mai aapka lecture dekh rhi hupm  aapke jaise koi juru ji nhi smjhaye hai thanks a lot sir ji for this amazing session,feedbak
years have passed still people watching ur vid,feedbak
lecture ke beech song gana galat h,feedbak
why all the physicians will be funny,feedbak
my teachers are taking his notes and teaching me the same wa alakh sir wa cha gaye,feedbak
sir ji agr apna n hoi ta hum pache fail hue jayi,feedbak
sir aap bahot acha phada te ho lekin app thoda hindi ma bhi samjao tha ke hindi medeyam ke lia asane ho thankyou,feedbak
sir aap bhot acha padhate ho,feedbak
the answer will be  umglusince integration of xdx is x and minus because friction is acts in opposite direction to movement of chain so its work done is negative,feedbak
ml sir answer,feedbak
mam very nice lecture,feedbak
the simplicity through which physicswallah sir teaches is just awesomehe makes learning very very interesting keep it up sir hats off to you sirits feels as if he is teaching live,feedbak
mindblowing explanationthanku sir,feedbak
great physics session,feedbak
this channel is underrated man,feedbak
th viewerkya baat hai sirthank you u r the best science teacher i have ever come acrossmere physics waale sir bhi apki tarah padhate hai,feedbak
sir concept to ache se samjhate ho lekin example level k lao sir,feedbak
q iat const pqwiiat const vqw,feedbak
mam hw answer is,feedbak
sir i am in class  but even watch your vedios i will get each and every chapter in physics what you explain thank you so much sir,feedbak
fan ho gaya sir maja aa gaya thanks,feedbak
sir par mera answer cm aaya ha aur aap ka cm aaya ha aak bar aap fiir sa check ker legeya i love you sir,feedbak
nut khole ke liye bolt h,feedbak
at the end of the videothe last minute to be accurate did anyone notice the pi tatoo on his left arm,feedbak
mam lecture is amazing but can you increase slightly the level of question for better learning of students,feedbak
finest gem of teaching ap,feedbak
time sec and position where they will meet is  m from the bottom,feedbak
my morning starts with ur video,feedbak
at x stable equilibrium and at x   unstable equilibrium,feedbak
makasam aisa teacher kahi search karne bhi nahi milega,feedbak
learning made sooooo simple and enjoyable,feedbak
sir like from pakistan sir you are very genius and very legend,feedbak
sir u r  accurate,feedbak
just love your way of simplified and in depth teaching mam may god give you the stamina and health to educate more and more,feedbak
answer of question at  is  cmcubesec,feedbak
who is here after class th mass promotion,feedbak
mam how can i thank you for providing us such knowledgeable education i was really tensed because i dont have good biology teacher in my school but now i am tension free cozz i am studying from such a great channel,feedbak
v vo,feedbak
mam please make the videos of exersices also,feedbak
thank you so much mam your video helps me alot,feedbak
sir you are a legend teacher,feedbak
siryou are god for meek dhundhala figure banne laga h jer kathank you sir,feedbak
next video q nhi khul rhaa hai,feedbak
sir muje to physics padne mein itna maza pahlee bar aaya hai,feedbak
i really cant thank you enough for such interactive content,feedbak
homework question ans gx  x xxx,feedbak
sir what u provide us is just beyond imagination from the aspect that it is free of cost love you sir true legend,feedbak
my motivation always recharges me thanks a trillion sir your hardwork pays off todays time but still this selfish student is awaiting for your fabulous lecture at tha app good night sir,feedbak
you are great sir jee,feedbak
sir ek chiz calculation mistake hai  sec pe  nahi  hoga,feedbak
s me milenge and a se  meter and b se  meter par milenge thank you sir,feedbak
sir ji thankyou very very much,feedbak
thanks mam very much,feedbak
today is my periodic testand watching this first time with full concentration and i had understood all the topics very clearlyi am very thankful to mam that she made this chapter so easy for me,feedbak
thank u very muchgreat work done by u,feedbak
thank you sir apki motivation bahut kaam ki hoti h,feedbak
sir aap pure chapter ka vidio bnaiye taki th m top kr ske,feedbak
thanku so much sir for explaining soo well  may god bless u always sir,feedbak
t   secposition from bmposition from am and summing these,feedbak
mam aap bohot examples deti hai mind distract hota hai,feedbak
t in negative means the time before observation starts,feedbak
legends are watching in augest,feedbak
maam aap acha nahi padhata hai,feedbak
lovely video sir handsup,feedbak
sir nd q ka answer fml hoga may be,feedbak
maam vedio of fluid and electrolyte balance,feedbak
this is amazing,feedbak
miss i enjoyed this  hour other teacher cant make us understand this lesson in  month but u did it in  hourone of the best teacher in my life,feedbak
thank uh mammay god bless uh,feedbak
thank you for helping us in such a way that no one help us in study of the chapters in one superb video,feedbak
sir time never be negativebut the root of all numbers comes with both the sign,feedbak
dear sir you teach good but act sometime awkward,feedbak
sir plz teach us in english,feedbak
i spend  in years for in clgbut this is not necessary that only private clg are providing better studyyou must have to see alakh sirs vdo and then realised it,feedbak
amazing video sirvery helpful for both maths and physicsthnx for your hardwork  hatsoff to u sir never met a teacher like uwho agrees with me,feedbak
sir  kinematics notes banaker de,feedbak
hii sir u r awesome go on as u feel good for us already u r doing a lot for us,feedbak
really helpf,feedbak
i love your way of teaching sir,feedbak
im grateful that i watch and learn from your videos,feedbak
is physics galaxy is better for physics,feedbak
thanks and also nice sir,feedbak
sir ji from dr anish d is correct option,feedbak
sir please app  trigonometric function par video bane plz plz plz plz sir,feedbak
saal pehle ke lectures ab tak hit haimaine pw ka paid course bhi liya hai but alakh sir jaisa koi nhi padha sakta isliye i left itmujhe to lagta hai saloon baad hamari generations bhi inhi lectures ko dekhengi,feedbak
